"customer_id","amount"
3799,"6.64"
323,"14.68"
924,"50.30"
4754,"18.11"
4262,"98.93"
909,"63.10"
2115,"94.99"
1649,"8.76"
1709,"43.43"
2264,"50.28"
294,"64.81"
1939,"53.90"
3402,"16.92"
4165,"53.03"
3755,"23.04"
1434,"27.32"
625,"108.62"
4859,"106.74"
1129,"8.45"
1234,"18.55"
4708,"55.81"
1778,"89.22"
2532,"19.76"
3863,"95.19"
2052,"90.94"
4648,"23.81"
4986,"100.87"
3173,"28.92"
4633,"46.23"
759,"92.80"
2983,"18.67"
959,"59.99"
4572,"54.03"
10,"15.73"
3648,"91.71"
659,"4.46"
464,"48.90"
812,"6.91"
308,"77.84"
4913,"29.42"
442,"78.75"
1648,"14.79"
3588,"44.13"
4789,"33.24"
2701,"38.88"
1565,"38.96"
3159,"70.30"
4057,"13.41"
1927,"97.98"
421,"89.56"
7,"70.76"
1202,"48.08"
2701,"30.13"
924,"19.58"
1962,"71.23"
2911,"55.89"
485,"45.39"
1647,"32.82"
3525,"60.23"
56,"68.20"
4151,"17.88"
3485,"11.03"
1311,"58.30"
3575,"17.26"
3210,"26.15"
4085,"41.76"
2709,"72.47"
2303,"65.71"
4019,"59.09"
3234,"18.45"
445,"21.46"
916,"60.82"
2503,"56.49"
3587,"92.13"
3721,"66.08"
3810,"113.56"
3491,"12.45"
375,"33.46"
2363,"8.60"
245,"80.91"
1151,"80.22"
723,"48.21"
652,"18.13"
4438,"107.86"
318,"25.11"
1469,"28.75"
4464,"31.79"
465,"24.43"
4743,"32.55"
4167,"95.09"
2706,"60.62"
1921,"64.21"
4735,"42.85"
722,"74.42"
1217,"42.82"
2969,"51.43"
2813,"35.83"
3368,"92.79"
1642,"56.66"
973,"59.62"
3605,"33.25"
1444,"73.94"
3519,"48.08"
3321,"47.56"
1833,"71.88"
3477,"94.65"
1424,"124.30"
4258,"53.60"
802,"66.00"
4201,"42.51"
3135,"19.00"
1870,"92.67"
3579,"37.52"
3778,"63.40"
2336,"22.98"
382,"77.02"
4761,"23.56"
3188,"72.98"
2558,"82.84"
1455,"60.71"
360,"24.57"
1299,"17.81"
3781,"59.37"
1525,"65.34"
302,"38.40"
2793,"55.93"
718,"74.00"
934,"28.32"
4746,"38.32"
2508,"36.13"
4253,"44.55"
2583,"57.94"
1784,"80.28"
4818,"68.06"
1426,"77.23"
4934,"60.12"
4719,"36.52"
2364,"20.29"
4981,"28.40"
2062,"87.09"
3666,"38.04"
3376,"31.21"
1292,"18.05"
2629,"82.22"
4908,"12.02"
3198,"94.93"
4596,"35.78"
2858,"19.78"
91,"48.34"
4770,"3.06"
1307,"89.40"
4218,"25.25"
2481,"81.20"
1387,"20.03"
4698,"61.17"
534,"57.62"
4851,"14.12"
84,"26.97"
2595,"92.69"
1535,"41.44"
3778,"21.06"
3159,"53.50"
1473,"59.35"
3434,"69.75"
1126,"73.60"
4132,"84.08"
1520,"23.95"
599,"29.02"
1801,"48.41"
1323,"6.87"
2569,"37.00"
2964,"22.41"
2411,"24.11"
1080,"62.96"
277,"79.63"
2866,"42.32"
1511,"13.60"
2243,"65.31"
3593,"22.49"
3582,"65.33"
3298,"52.64"
3974,"29.29"
4368,"28.91"
4315,"40.81"
2613,"24.24"
3151,"28.27"
4165,"59.34"
2253,"16.69"
3118,"25.52"
4181,"65.79"
4287,"53.16"
30,"66.41"
4722,"77.26"
4088,"15.86"
890,"54.73"
2392,"87.78"
382,"64.67"
4072,"46.89"
2907,"67.65"
2540,"58.66"
341,"84.08"
1067,"63.02"
4856,"22.98"
1293,"16.68"
3437,"19.71"
3201,"52.52"
3287,"36.73"
2492,"80.91"
1398,"25.64"
3824,"10.38"
1730,"73.20"
2990,"53.75"
3798,"12.02"
1284,"42.28"
3275,"42.79"
3456,"27.48"
331,"9.57"
3780,"7.48"
2784,"71.76"
2487,"23.42"
4340,"61.73"
3858,"47.99"
3817,"67.24"
1451,"56.75"
4396,"13.06"
3759,"75.31"
3847,"71.18"
1681,"54.14"
111,"65.22"
3891,"108.80"
4827,"16.42"
4138,"4.47"
3842,"25.93"
1751,"29.29"
4310,"105.71"
1615,"26.75"
2384,"12.83"
1898,"91.75"
3654,"33.18"
2119,"46.44"
1298,"21.81"
2387,"19.16"
3986,"60.70"
3350,"72.55"
2137,"30.46"
4002,"48.41"
2240,"76.31"
1305,"37.51"
1197,"65.91"
3009,"25.14"
3644,"31.29"
550,"62.40"
1066,"55.25"
1955,"67.37"
3962,"30.86"
2951,"42.82"
3736,"11.24"
891,"52.02"
2179,"24.84"
2843,"76.63"
3453,"45.00"
4627,"33.60"
624,"73.28"
1217,"28.95"
4299,"74.53"
4121,"16.53"
2412,"77.29"
632,"63.41"
3143,"74.51"
3902,"42.82"
4058,"53.69"
1406,"50.00"
1638,"38.55"
1999,"62.82"
3564,"87.43"
1273,"67.25"
3728,"101.29"
2963,"26.35"
3198,"86.82"
3917,"43.29"
1148,"43.07"
1309,"13.93"
2846,"27.45"
4953,"77.95"
1202,"7.42"
2363,"47.86"
244,"61.16"
3464,"94.41"
2300,"101.23"
2346,"3.01"
4946,"3.68"
2120,"34.09"
2316,"86.46"
2249,"89.43"
386,"56.43"
1108,"116.76"
2943,"44.32"
3980,"81.50"
254,"20.69"
2495,"12.41"
104,"75.96"
3561,"53.64"
2369,"11.31"
3569,"57.40"
4114,"11.30"
1945,"23.92"
3356,"13.08"
696,"77.41"
1341,"105.05"
2605,"21.18"
178,"29.07"
4674,"20.29"
234,"82.93"
2067,"73.86"
1827,"12.19"
306,"21.27"
2792,"34.39"
2199,"88.20"
3395,"28.51"
18,"47.74"
3978,"56.03"
92,"14.72"
2944,"39.55"
779,"65.59"
861,"21.52"
3805,"17.86"
175,"111.33"
435,"6.85"
3398,"70.59"
4220,"83.96"
286,"9.48"
827,"64.24"
3392,"43.24"
1691,"17.83"
721,"52.07"
2341,"91.61"
754,"55.80"
3055,"87.55"
2662,"52.45"
3345,"84.47"
2246,"62.16"
4245,"27.44"
3641,"49.05"
224,"35.53"
2707,"15.41"
2899,"23.01"
4699,"24.16"
3084,"58.28"
1339,"79.97"
2476,"82.98"
3572,"40.77"
770,"69.65"
45,"77.93"
3589,"58.26"
2540,"77.01"
97,"13.96"
2968,"7.82"
538,"40.42"
905,"17.31"
4583,"54.02"
2168,"87.84"
1479,"81.05"
1261,"66.56"
829,"53.68"
3001,"75.11"
1733,"85.14"
1714,"6.37"
3982,"75.25"
2880,"74.56"
2254,"19.22"
4241,"48.66"
1648,"83.50"
822,"11.15"
1211,"110.15"
3065,"59.24"
1339,"20.60"
3339,"84.63"
3496,"75.98"
2265,"34.76"
4998,"5.42"
4606,"64.23"
2658,"70.52"
3793,"21.13"
2425,"54.54"
3102,"29.05"
1676,"73.03"
1411,"96.71"
1218,"11.65"
3032,"78.36"
3844,"20.06"
514,"37.62"
1394,"27.87"
3788,"21.68"
1202,"52.70"
53,"5.48"
1937,"72.73"
1050,"46.21"
966,"9.30"
1519,"24.17"
2746,"41.22"
1008,"69.52"
4654,"15.81"
794,"66.44"
297,"85.70"
4340,"4.85"
3964,"33.69"
4939,"53.33"
4054,"28.93"
531,"69.13"
4078,"33.70"
1789,"78.95"
2178,"39.89"
2164,"50.89"
4185,"86.17"
1085,"4.94"
1655,"15.77"
4074,"56.64"
1159,"81.60"
4787,"8.93"
1518,"43.82"
657,"41.68"
4493,"20.29"
815,"76.54"
4322,"55.83"
185,"39.96"
2902,"9.80"
775,"19.94"
4046,"41.57"
657,"23.55"
4007,"17.58"
287,"15.26"
2862,"52.14"
1013,"82.21"
4417,"63.89"
1512,"63.42"
3382,"28.77"
4566,"56.84"
3430,"56.94"
1383,"87.99"
3529,"53.75"
2423,"31.60"
4300,"71.21"
4447,"34.91"
720,"65.10"
1437,"20.55"
4991,"45.77"
4024,"43.06"
1378,"48.26"
3357,"11.19"
1034,"13.92"
4276,"27.16"
2936,"7.89"
1264,"12.14"
4915,"59.57"
2487,"42.43"
4982,"59.33"
4188,"81.65"
2724,"88.99"
2088,"64.15"
4447,"42.28"
3425,"39.51"
426,"78.31"
2145,"17.26"
361,"54.08"
404,"44.18"
46,"27.76"
2410,"54.06"
675,"58.42"
3360,"106.65"
3399,"40.44"
116,"39.45"
3479,"51.38"
2138,"20.91"
1493,"40.78"
3304,"48.37"
217,"107.00"
4468,"62.15"
3025,"60.97"
2746,"60.02"
3117,"8.40"
393,"86.81"
4478,"72.96"
3326,"48.60"
822,"29.06"
3711,"18.07"
4363,"56.68"
2338,"34.25"
1252,"82.17"
2271,"52.02"
1738,"73.52"
3258,"52.91"
1281,"53.20"
4958,"39.00"
19,"62.14"
1903,"48.10"
3928,"27.60"
1306,"28.58"
1968,"29.11"
942,"50.99"
370,"108.05"
1348,"74.84"
1741,"76.87"
4565,"61.06"
690,"63.54"
22,"6.38"
4544,"60.94"
2567,"63.80"
3543,"42.14"
1109,"3.50"
2847,"40.29"
885,"29.02"
4975,"27.36"
2800,"96.76"
1330,"72.69"
4912,"13.59"
4381,"37.48"
4435,"35.09"
3259,"81.34"
1932,"70.70"
2828,"44.43"
4126,"57.29"
2461,"42.26"
1289,"74.10"
3025,"53.89"
2470,"25.06"
779,"43.37"
4403,"97.30"
591,"61.42"
1592,"105.66"
557,"66.21"
2112,"81.04"
604,"76.47"
1902,"9.54"
3628,"87.62"
1019,"48.86"
2979,"71.29"
4792,"16.21"
3715,"24.25"
1196,"11.77"
3128,"81.38"
2186,"115.94"
1238,"76.04"
1282,"53.01"
1169,"77.84"
1979,"77.21"
201,"67.89"
4861,"68.90"
1076,"36.49"
1025,"29.44"
3841,"68.04"
4774,"75.65"
3295,"88.75"
2428,"100.19"
1358,"32.76"
726,"84.98"
4824,"40.88"
4294,"57.36"
967,"7.59"
1295,"27.75"
1146,"23.03"
328,"28.60"
3452,"34.88"
463,"41.15"
530,"15.51"
4393,"12.89"
143,"61.14"
2412,"58.51"
2195,"68.91"
2950,"59.26"
4430,"79.32"
4154,"22.95"
4919,"61.80"
991,"26.75"
761,"41.96"
2188,"51.38"
4702,"89.31"
2000,"18.23"
1923,"77.23"
4437,"91.38"
1302,"34.57"
3791,"29.83"
4505,"37.33"
2202,"55.15"
2847,"30.94"
2825,"63.29"
4296,"54.58"
2934,"40.97"
2652,"89.89"
4400,"10.93"
2804,"14.39"
1245,"61.15"
924,"40.40"
32,"81.39"
3067,"42.39"
2094,"70.23"
1805,"73.92"
3046,"59.25"
1653,"62.16"
891,"84.67"
1958,"32.72"
1910,"83.61"
3447,"22.40"
2878,"100.51"
3955,"27.95"
188,"73.46"
2603,"52.82"
2961,"47.29"
719,"88.47"
1712,"40.24"
4177,"39.41"
930,"44.50"
1492,"43.34"
2026,"32.06"
4073,"99.09"
3938,"38.87"
4582,"72.61"
2023,"58.17"
4789,"55.73"
3734,"69.35"
658,"91.97"
225,"18.40"
4300,"25.48"
3598,"50.81"
2746,"22.05"
3172,"18.26"
3394,"76.17"
1563,"62.47"
2264,"30.08"
4280,"33.92"
668,"65.43"
3597,"103.72"
834,"78.65"
2674,"31.64"
4288,"119.10"
3411,"55.44"
1216,"53.61"
2883,"6.28"
4234,"9.19"
3916,"28.10"
2410,"103.35"
4278,"44.65"
75,"81.07"
950,"71.05"
2788,"9.36"
2556,"44.24"
59,"97.75"
1785,"38.98"
1006,"36.06"
3334,"50.46"
772,"36.07"
829,"87.04"
915,"12.69"
2837,"38.45"
985,"54.12"
1999,"99.85"
2362,"56.55"
746,"82.42"
1038,"28.04"
3606,"66.38"
123,"55.15"
4007,"39.42"
2738,"44.31"
4880,"28.83"
2002,"48.50"
4595,"52.07"
57,"56.15"
4048,"73.10"
3477,"8.75"
2164,"64.95"
4662,"28.85"
1650,"16.89"
4880,"82.88"
3224,"93.61"
3576,"47.55"
215,"63.15"
421,"59.18"
724,"37.93"
2387,"58.00"
254,"19.45"
4296,"69.30"
2950,"7.96"
4752,"87.53"
931,"4.91"
4343,"18.93"
1692,"10.98"
4853,"24.42"
1923,"48.47"
3549,"23.65"
1988,"3.74"
3773,"62.24"
3164,"25.31"
933,"48.76"
4693,"100.89"
2583,"57.95"
2678,"34.17"
362,"27.61"
2389,"40.01"
1968,"30.27"
1715,"32.19"
2637,"6.12"
1253,"66.77"
281,"70.61"
4834,"10.86"
4189,"58.21"
95,"67.67"
2129,"6.44"
3104,"69.74"
4760,"55.53"
189,"5.56"
4111,"102.60"
1903,"50.32"
3983,"92.54"
2473,"8.87"
4555,"85.73"
4757,"4.37"
2039,"81.14"
24,"118.53"
1361,"19.80"
3573,"44.47"
3551,"23.06"
3009,"18.17"
4365,"63.53"
3320,"77.17"
4624,"68.99"
2470,"78.68"
1908,"19.29"
4118,"39.46"
4749,"58.68"
4177,"19.75"
4488,"51.78"
4697,"54.55"
4810,"13.08"
1379,"115.77"
358,"46.42"
713,"52.65"
999,"119.87"
2642,"28.32"
1498,"40.14"
863,"56.09"
336,"72.97"
3539,"66.10"
4588,"98.94"
355,"10.49"
768,"62.40"
4356,"31.11"
1673,"59.06"
3600,"49.50"
1337,"55.57"
1734,"20.62"
3245,"17.39"
2715,"52.04"
266,"99.38"
1082,"69.49"
3424,"69.11"
3456,"64.01"
2283,"3.57"
3721,"69.08"
3986,"67.67"
2238,"51.98"
2757,"43.06"
645,"22.35"
2121,"49.54"
4519,"93.92"
2912,"86.92"
3250,"96.29"
1656,"25.62"
4348,"15.23"
36,"34.71"
128,"90.26"
3794,"23.37"
89,"64.88"
2136,"95.13"
3813,"26.86"
1467,"102.63"
2728,"113.15"
3467,"61.95"
990,"26.64"
1100,"6.89"
2609,"18.92"
606,"51.29"
947,"3.74"
2307,"33.88"
990,"46.15"
3294,"31.89"
3809,"100.70"
4816,"44.52"
4947,"50.31"
2865,"53.30"
1127,"48.87"
863,"49.89"
2377,"95.95"
1902,"43.73"
779,"54.56"
945,"12.00"
354,"38.27"
4091,"78.71"
2024,"109.33"
3362,"93.82"
2505,"24.86"
7,"109.87"
998,"22.48"
752,"108.57"
1880,"29.54"
1503,"33.08"
2459,"43.63"
3216,"41.77"
1976,"25.63"
76,"83.01"
256,"24.94"
2225,"82.44"
992,"48.46"
4904,"46.32"
4672,"36.35"
4359,"55.59"
4453,"59.11"
594,"48.17"
462,"26.10"
453,"10.13"
949,"63.81"
4510,"76.99"
1637,"4.07"
4311,"43.47"
3424,"37.41"
2679,"40.99"
4491,"45.14"
499,"28.54"
1984,"29.81"
456,"62.63"
4566,"45.50"
4915,"52.10"
1342,"100.02"
890,"22.46"
3546,"38.29"
1035,"35.73"
3972,"84.54"
4825,"49.59"
2592,"20.37"
1497,"104.59"
2365,"32.51"
4829,"117.42"
1629,"31.70"
4102,"106.80"
2921,"101.01"
3622,"41.89"
1455,"45.06"
1082,"35.41"
4611,"42.63"
4557,"60.40"
635,"20.85"
4274,"37.22"
3382,"57.92"
4289,"44.41"
295,"47.39"
1068,"35.68"
4796,"120.91"
2541,"15.47"
4699,"58.80"
1997,"50.82"
4982,"44.22"
811,"6.19"
3431,"100.91"
2506,"29.88"
3670,"33.97"
40,"35.85"
1709,"45.07"
4623,"14.74"
1734,"22.27"
2595,"47.24"
1069,"92.41"
1645,"69.97"
1917,"24.23"
4659,"53.14"
2464,"59.20"
4362,"66.08"
607,"25.08"
1613,"97.38"
662,"76.14"
64,"44.97"
431,"96.59"
4015,"18.54"
1818,"4.68"
4634,"18.53"
1830,"11.58"
340,"95.06"
2569,"20.30"
2829,"39.84"
3470,"85.23"
1913,"59.00"
507,"40.33"
2270,"17.31"
2043,"75.02"
2438,"57.09"
1488,"83.98"
1781,"46.65"
4279,"63.95"
3290,"56.94"
3666,"24.43"
3325,"67.37"
546,"18.78"
4216,"82.81"
1259,"60.02"
4599,"125.29"
3406,"29.20"
3061,"34.83"
1008,"23.56"
4561,"64.34"
782,"28.93"
2598,"45.62"
291,"91.53"
2739,"27.60"
3690,"107.53"
3768,"61.95"
2300,"35.56"
4466,"49.63"
3510,"70.48"
4006,"83.58"
3901,"80.13"
2922,"4.94"
3166,"9.38"
2609,"65.69"
4127,"14.65"
785,"65.64"
4020,"56.86"
2267,"94.57"
2328,"32.69"
3896,"34.66"
1179,"3.57"
28,"37.74"
4520,"57.22"
243,"34.52"
195,"32.52"
1491,"16.70"
1617,"24.61"
606,"57.27"
2903,"13.14"
2099,"49.79"
2717,"49.68"
2076,"58.83"
2329,"6.50"
1275,"78.27"
1728,"75.23"
1890,"25.96"
245,"100.07"
4558,"18.91"
3596,"28.18"
1143,"46.50"
4266,"11.75"
3389,"57.75"
2341,"6.25"
1842,"54.06"
3305,"77.59"
4764,"12.03"
4259,"68.26"
4200,"76.40"
4420,"11.27"
1007,"66.97"
1341,"11.12"
3441,"23.25"
3229,"29.11"
570,"51.53"
3176,"77.19"
124,"11.51"
3868,"111.04"
3447,"54.16"
2928,"38.33"
1729,"26.80"
3624,"15.00"
3819,"11.73"
4018,"54.32"
3849,"78.61"
4151,"10.59"
2227,"11.14"
1528,"38.43"
4215,"107.17"
109,"28.32"
3087,"99.57"
164,"69.77"
2714,"24.74"
3633,"100.28"
810,"48.42"
729,"35.88"
3771,"59.97"
2729,"54.92"
4745,"65.43"
2658,"25.68"
1679,"51.25"
4204,"16.52"
217,"81.20"
3346,"33.04"
1587,"71.62"
3645,"121.24"
3799,"42.64"
4751,"29.42"
1667,"31.70"
3833,"41.29"
4144,"93.50"
4482,"78.78"
2548,"3.52"
1371,"97.41"
4314,"34.73"
4798,"40.68"
2639,"91.63"
3650,"20.87"
1997,"13.66"
1090,"14.09"
2681,"66.68"
4802,"67.17"
2019,"11.49"
1289,"61.67"
4509,"74.37"
4426,"19.79"
4269,"73.95"
891,"84.84"
4714,"29.08"
3898,"44.23"
3887,"89.20"
4686,"50.67"
3765,"30.49"
346,"56.48"
4634,"18.90"
1192,"21.86"
2969,"57.72"
1865,"58.16"
2952,"48.92"
4126,"12.58"
842,"19.80"
2659,"15.43"
2971,"51.80"
4793,"8.69"
682,"67.12"
3058,"70.87"
2978,"46.67"
4846,"67.57"
3461,"33.55"
2346,"29.63"
615,"49.77"
3594,"38.10"
4130,"57.16"
2856,"5.25"
4926,"5.06"
3680,"68.49"
173,"34.28"
3076,"88.18"
954,"59.12"
3367,"47.52"
2041,"9.58"
1542,"69.64"
2424,"87.21"
2555,"31.77"
1975,"98.06"
4609,"30.75"
2158,"18.81"
2802,"8.06"
675,"33.55"
2277,"70.61"
4319,"4.91"
3722,"16.42"
2854,"33.79"
2996,"56.58"
1156,"62.37"
978,"39.83"
3443,"22.48"
1136,"97.38"
3486,"45.92"
3745,"67.67"
1705,"26.99"
3077,"70.72"
1474,"19.33"
4085,"21.64"
2610,"70.71"
2807,"55.72"
4547,"66.50"
2723,"31.57"
2068,"69.44"
386,"77.24"
501,"10.37"
1399,"27.24"
2393,"44.86"
1414,"30.24"
2280,"65.93"
2968,"27.07"
1095,"41.07"
280,"19.76"
39,"64.96"
1692,"84.37"
3041,"94.32"
3283,"12.07"
2566,"43.45"
1361,"4.35"
1805,"17.62"
4972,"19.88"
3362,"12.19"
4160,"7.92"
1960,"47.93"
2474,"22.76"
3044,"114.22"
896,"12.14"
41,"83.69"
591,"61.29"
3058,"85.44"
513,"54.34"
3555,"11.09"
4060,"8.46"
282,"34.03"
2541,"57.46"
2046,"41.10"
1076,"86.80"
686,"90.64"
853,"79.61"
706,"95.30"
2302,"50.73"
2235,"42.32"
3959,"94.11"
4448,"23.00"
664,"45.50"
4998,"22.47"
1341,"69.35"
3707,"27.23"
819,"103.66"
313,"80.80"
1751,"57.01"
1791,"17.54"
3922,"29.68"
149,"28.64"
2696,"35.08"
4702,"120.92"
4311,"67.72"
4734,"9.73"
2643,"91.92"
127,"69.72"
4833,"62.27"
3108,"37.92"
1883,"93.82"
3325,"34.88"
211,"64.39"
2399,"74.55"
4104,"24.96"
2111,"17.79"
1134,"11.80"
3270,"38.61"
3421,"26.59"
553,"92.56"
2149,"10.30"
397,"105.49"
4994,"60.77"
3779,"39.59"
191,"44.69"
3361,"52.01"
1112,"91.53"
4265,"53.04"
3164,"61.62"
619,"74.44"
82,"93.68"
3494,"15.51"
1194,"52.77"
1517,"95.30"
2498,"31.83"
4801,"87.63"
3910,"30.04"
2616,"27.46"
1717,"92.58"
926,"51.62"
1151,"88.82"
3474,"62.45"
2634,"16.89"
303,"65.60"
1700,"46.07"
134,"74.86"
2946,"77.89"
2492,"23.92"
1660,"59.70"
1469,"55.18"
2973,"29.71"
1042,"91.83"
631,"79.13"
3576,"71.83"
2097,"88.63"
1888,"65.29"
4762,"6.96"
3413,"28.76"
720,"38.96"
3148,"36.69"
1383,"97.38"
4950,"96.12"
4376,"19.30"
1618,"109.40"
2439,"60.10"
2802,"38.31"
1290,"62.69"
1815,"71.81"
3950,"17.43"
2626,"88.16"
2868,"50.82"
3719,"80.13"
1659,"97.93"
981,"45.40"
2002,"47.55"
3938,"8.60"
4846,"64.54"
1005,"35.62"
3959,"34.86"
2229,"50.00"
1875,"43.18"
1052,"74.90"
1564,"77.58"
8,"39.38"
2157,"66.19"
2828,"71.33"
562,"42.92"
3378,"84.02"
4345,"23.19"
348,"31.77"
1366,"24.43"
2776,"61.73"
2512,"47.78"
1770,"54.31"
4329,"15.15"
4024,"57.65"
4989,"5.93"
2457,"46.81"
3713,"21.20"
3935,"14.40"
4028,"45.37"
1113,"54.16"
3357,"64.39"
1031,"120.16"
2250,"55.56"
4800,"78.46"
4274,"77.44"
3957,"87.40"
1636,"52.98"
3230,"55.17"
1370,"80.64"
4465,"91.71"
2779,"65.34"
4939,"48.51"
929,"55.21"
3360,"27.92"
3392,"70.93"
1244,"86.22"
2650,"38.76"
908,"57.84"
3990,"59.36"
1065,"8.33"
793,"27.18"
2748,"44.40"
2592,"28.93"
4270,"33.65"
2400,"37.98"
4352,"53.39"
4612,"69.75"
2655,"36.58"
2994,"34.68"
3625,"59.78"
2404,"36.90"
3216,"96.81"
161,"90.77"
4999,"42.83"
1496,"25.27"
4246,"23.07"
3049,"59.45"
1594,"60.13"
4000,"43.96"
4710,"38.96"
2159,"65.28"
4384,"33.24"
244,"54.75"
4773,"39.35"
785,"21.66"
3544,"19.23"
2091,"7.02"
667,"32.18"
329,"37.50"
2906,"44.79"
2378,"79.48"
1239,"31.51"
3814,"61.08"
1156,"7.86"
2812,"74.94"
2136,"89.02"
4530,"54.01"
4478,"32.98"
373,"39.08"
4524,"123.89"
2371,"47.34"
4174,"55.05"
2237,"77.30"
4758,"3.57"
2676,"73.48"
3494,"38.21"
4655,"9.04"
4236,"32.73"
85,"92.23"
3445,"13.46"
1998,"70.60"
488,"61.72"
2124,"47.59"
926,"102.36"
2712,"43.47"
4055,"35.15"
1981,"58.63"
2943,"41.11"
4641,"11.06"
2110,"84.26"
29,"70.23"
2466,"104.07"
2226,"66.93"
3378,"102.55"
242,"17.88"
1624,"7.81"
961,"29.91"
899,"72.82"
2399,"39.28"
414,"16.26"
4925,"77.93"
4876,"27.19"
912,"47.09"
279,"64.23"
2415,"26.79"
1482,"59.11"
3069,"36.97"
3694,"56.33"
1407,"64.43"
4014,"28.22"
1581,"54.92"
3220,"79.67"
1830,"44.94"
1544,"31.38"
4107,"28.18"
4768,"26.94"
412,"34.02"
1657,"24.41"
2485,"55.34"
617,"97.57"
1740,"90.04"
739,"57.08"
2071,"37.55"
634,"61.51"
2596,"55.31"
4298,"33.18"
499,"71.34"
1724,"15.72"
3710,"34.56"
4020,"85.11"
4086,"41.94"
4637,"78.68"
3966,"9.65"
4776,"74.44"
1412,"42.58"
3257,"35.73"
3005,"84.73"
3871,"9.26"
2797,"89.97"
1979,"14.34"
1054,"10.27"
1489,"46.37"
2701,"54.15"
4514,"105.02"
2500,"88.73"
1315,"42.42"
1242,"61.59"
57,"6.54"
963,"68.97"
1601,"60.63"
2154,"66.72"
1228,"47.85"
3138,"6.83"
184,"66.94"
2428,"18.69"
4076,"77.91"
671,"70.83"
3732,"25.29"
2980,"105.90"
4923,"51.64"
1523,"85.26"
726,"60.12"
2697,"52.91"
4063,"66.02"
396,"58.59"
3903,"103.90"
1741,"40.13"
1268,"92.84"
4305,"101.35"
3933,"56.72"
125,"70.37"
450,"3.75"
2899,"19.22"
4859,"99.94"
4867,"57.44"
3578,"89.50"
3097,"99.46"
1941,"68.88"
3663,"41.68"
1155,"66.41"
3206,"15.30"
4585,"81.88"
632,"19.06"
4129,"53.91"
1357,"8.69"
519,"58.86"
756,"42.54"
3430,"77.35"
3912,"29.88"
504,"64.67"
890,"47.14"
3668,"61.64"
3462,"17.80"
4957,"14.20"
741,"38.01"
2854,"42.42"
315,"51.56"
917,"9.66"
1456,"80.51"
298,"30.39"
2371,"98.84"
2302,"20.29"
1777,"54.66"
3650,"47.29"
304,"39.28"
2131,"58.53"
2183,"68.39"
398,"37.63"
2992,"29.04"
4166,"38.85"
274,"52.03"
670,"43.09"
1524,"51.53"
1126,"65.11"
2768,"51.27"
4151,"85.27"
3846,"66.20"
2711,"78.92"
2962,"21.32"
1663,"77.77"
3825,"46.56"
4397,"64.30"
2577,"76.67"
2092,"43.84"
1402,"54.30"
3054,"71.03"
727,"38.33"
262,"43.19"
981,"61.16"
2027,"60.65"
3814,"19.36"
1911,"76.20"
3884,"60.11"
3171,"29.22"
1486,"85.21"
1009,"70.39"
4243,"27.76"
2189,"19.10"
240,"27.56"
3036,"49.65"
2488,"46.35"
3726,"68.41"
2218,"68.82"
66,"102.13"
3382,"11.23"
920,"33.92"
802,"87.28"
2780,"53.46"
559,"85.31"
4340,"36.57"
1079,"82.53"
3695,"66.29"
4905,"75.04"
4513,"13.41"
3203,"51.93"
4749,"80.93"
814,"45.98"
729,"63.66"
2505,"32.86"
739,"77.36"
3422,"28.92"
2120,"18.28"
4469,"62.48"
3027,"56.90"
1527,"55.24"
2426,"32.78"
1690,"3.60"
3945,"20.30"
2439,"90.75"
2201,"6.87"
4604,"31.23"
2646,"38.48"
3325,"38.28"
884,"21.06"
765,"27.70"
4644,"68.47"
4998,"80.86"
3306,"67.06"
4069,"35.03"
1677,"9.76"
959,"80.12"
2459,"74.80"
2706,"22.44"
3328,"23.13"
2891,"93.81"
2743,"53.86"
565,"44.09"
3133,"93.26"
1013,"38.40"
2183,"77.01"
680,"46.99"
3708,"62.02"
4920,"11.22"
3149,"85.20"
3011,"21.16"
2373,"91.26"
2091,"78.87"
2274,"63.21"
1328,"77.19"
3424,"85.20"
4756,"31.10"
361,"28.83"
3979,"29.56"
3355,"34.12"
876,"82.27"
1582,"33.55"
2376,"53.12"
1969,"20.65"
1222,"40.28"
1779,"21.61"
3141,"69.44"
3844,"76.74"
1182,"109.78"
2263,"49.46"
2760,"45.12"
313,"41.35"
2651,"43.16"
4918,"67.17"
4863,"20.10"
455,"64.16"
571,"64.91"
2775,"28.39"
595,"21.62"
1903,"58.09"
387,"35.67"
4673,"73.45"
1469,"41.41"
4763,"99.18"
4205,"49.24"
1181,"56.11"
3530,"54.17"
1069,"65.17"
3937,"9.54"
2835,"66.85"
4663,"16.17"
3047,"43.29"
1573,"76.60"
20,"13.99"
33,"86.86"
4949,"113.38"
1324,"64.55"
36,"67.94"
4249,"90.08"
2131,"17.54"
4592,"61.69"
4754,"16.24"
2354,"41.73"
2756,"29.87"
4032,"18.23"
352,"11.64"
3293,"66.19"
490,"55.36"
2449,"31.81"
1627,"64.42"
4150,"66.75"
3826,"21.65"
3589,"28.28"
2306,"58.56"
379,"52.15"
402,"16.30"
3661,"52.89"
1494,"41.47"
2421,"4.49"
4818,"71.22"
4566,"45.85"
2785,"31.29"
4325,"26.51"
3757,"36.35"
2208,"36.10"
2253,"16.46"
2284,"87.94"
2932,"26.64"
323,"68.39"
1040,"64.43"
1601,"43.62"
2391,"33.52"
